method,dataset,split_id,loader_path,loader_evidence,status,train_hash,n_train,val_hash,n_val,test_hash,n_test
FairGNN-upstreamGAT,pokec_n,24,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,e9f243fc72b834c1,500,0c425f54053b56bd,2199,d70f84dc47eff6fc,2200
FairGNN-upstreamGCN,pokec_n,24,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,e9f243fc72b834c1,500,0c425f54053b56bd,2199,d70f84dc47eff6fc,2200
FairSIN-GCN,pokec_n,24,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,e9f243fc72b834c1,500,0c425f54053b56bd,2199,d70f84dc47eff6fc,2200
FairSIN-GIN,pokec_n,24,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,e9f243fc72b834c1,500,0c425f54053b56bd,2199,d70f84dc47eff6fc,2200
FairSIN-SAGE,pokec_n,24,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,e9f243fc72b834c1,500,0c425f54053b56bd,2199,d70f84dc47eff6fc,2200
FnRGNN,pokec_n,24,load_data(fn=False),x31_fnrgnn.py:116-117,ok,e9f243fc72b834c1,500,0c425f54053b56bd,2199,d70f84dc47eff6fc,2200
FairGNN,pokec_n,25,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,83bb0269d6f718ca,500,d3ca027102fa9141,2199,086e2044d6247caf,2200
FairGNN-upstreamGAT,pokec_n,25,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,83bb0269d6f718ca,500,d3ca027102fa9141,2199,086e2044d6247caf,2200
FairGNN-upstreamGCN,pokec_n,25,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,83bb0269d6f718ca,500,d3ca027102fa9141,2199,086e2044d6247caf,2200
FairSIN-GCN,pokec_n,25,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,83bb0269d6f718ca,500,d3ca027102fa9141,2199,086e2044d6247caf,2200
FairSIN-GIN,pokec_n,25,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,83bb0269d6f718ca,500,d3ca027102fa9141,2199,086e2044d6247caf,2200
FairSIN-SAGE,pokec_n,25,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,83bb0269d6f718ca,500,d3ca027102fa9141,2199,086e2044d6247caf,2200
FnRGNN,pokec_n,25,load_data(fn=False),x31_fnrgnn.py:116-117,ok,83bb0269d6f718ca,500,d3ca027102fa9141,2199,086e2044d6247caf,2200
FairGNN,pokec_n_g,20,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,aaf673574cb5baab,500,cdcea14d166ae97c,2199,f1fb31ef56358fa2,2200
FairGNN,pokec_n_g,21,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,bf388be8e9c2b67e,500,1d99c79863b49611,2199,0a1e0968d7114c36,2200
FairGNN,pokec_n_g,22,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,e73357f0d861ada0,500,910204793256362e,2199,6940f55e5da5a71b,2200
FairGNN,pokec_n_g,23,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,a6f365a053888fa5,500,b16b1ae724697d08,2199,c9e3c4ecbdde204b,2200
FairGNN,pokec_n_g,24,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,e9f243fc72b834c1,500,0c425f54053b56bd,2199,d70f84dc47eff6fc,2200
FairGNN,pokec_n_g,25,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,83bb0269d6f718ca,500,d3ca027102fa9141,2199,086e2044d6247caf,2200
BeMap,pokec_z,20,load_data(fn=False),x30_bemap.py:120-121,ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
BeMap-GAT,pokec_z,20,load_data(fn=False),x30_bemap.py:120-121,ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
FairGNN,pokec_z,20,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
FairGNN-upstreamGAT,pokec_z,20,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
FairGNN-upstreamGCN,pokec_z,20,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
FairSIN-GCN,pokec_z,20,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
FairSIN-GIN,pokec_z,20,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
FairSIN-SAGE,pokec_z,20,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
FnRGNN,pokec_z,20,load_data(fn=False),x31_fnrgnn.py:116-117,ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
BeMap,pokec_z,21,load_data(fn=False),x30_bemap.py:120-121,ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
BeMap-GAT,pokec_z,21,load_data(fn=False),x30_bemap.py:120-121,ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
FairGNN,pokec_z,21,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
FairGNN-upstreamGAT,pokec_z,21,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
FairGNN-upstreamGCN,pokec_z,21,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
FairSIN-GCN,pokec_z,21,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
FairSIN-GIN,pokec_z,21,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
FairSIN-SAGE,pokec_z,21,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
FnRGNN,pokec_z,21,load_data(fn=False),x31_fnrgnn.py:116-117,ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
BeMap,pokec_z,22,load_data(fn=False),x30_bemap.py:120-121,ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
BeMap-GAT,pokec_z,22,load_data(fn=False),x30_bemap.py:120-121,ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
FairGNN,pokec_z,22,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
FairGNN-upstreamGAT,pokec_z,22,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
FairGNN-upstreamGCN,pokec_z,22,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
FairSIN-GCN,pokec_z,22,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
FairSIN-GIN,pokec_z,22,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
FairSIN-SAGE,pokec_z,22,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
FnRGNN,pokec_z,22,load_data(fn=False),x31_fnrgnn.py:116-117,ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
BeMap,pokec_z,23,load_data(fn=False),x30_bemap.py:120-121,ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
BeMap-GAT,pokec_z,23,load_data(fn=False),x30_bemap.py:120-121,ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
FairGNN,pokec_z,23,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
FairGNN-upstreamGAT,pokec_z,23,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
FairGNN-upstreamGCN,pokec_z,23,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
FairSIN-GCN,pokec_z,23,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
FairSIN-GIN,pokec_z,23,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
FairSIN-SAGE,pokec_z,23,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
FnRGNN,pokec_z,23,load_data(fn=False),x31_fnrgnn.py:116-117,ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
BeMap,pokec_z,24,load_data(fn=False),x30_bemap.py:120-121,ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
BeMap-GAT,pokec_z,24,load_data(fn=False),x30_bemap.py:120-121,ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
FairGNN,pokec_z,24,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
FairGNN-upstreamGAT,pokec_z,24,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
FairGNN-upstreamGCN,pokec_z,24,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
FairSIN-GCN,pokec_z,24,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
FairSIN-GIN,pokec_z,24,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
FairSIN-SAGE,pokec_z,24,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
FnRGNN,pokec_z,24,load_data(fn=False),x31_fnrgnn.py:116-117,ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
BeMap,pokec_z,25,load_data(fn=False),x30_bemap.py:120-121,ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
BeMap-GAT,pokec_z,25,load_data(fn=False),x30_bemap.py:120-121,ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
FairGNN,pokec_z,25,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
FairGNN-upstreamGAT,pokec_z,25,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
FairGNN-upstreamGCN,pokec_z,25,load_data(fn=True),x31_fairgnn_config_run.py:109,ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
FairSIN-GCN,pokec_z,25,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
FairSIN-GIN,pokec_z,25,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
FairSIN-SAGE,pokec_z,25,get_dataset(fn=True),x30_fairsin.py:185-186 (fn=False on german),ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
FnRGNN,pokec_z,25,load_data(fn=False),x31_fnrgnn.py:116-117,ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
FairGNN,pokec_z_g,20,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,46bdd0d56e2c9344,500,8e6c9ac51e0227fd,2565,ae4eced072e6918d,2566
FairGNN,pokec_z_g,21,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,5d2d6c7de55b91e1,500,b7b5e213b6ebc1c6,2565,dce37f6f00d79564,2566
FairGNN,pokec_z_g,22,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,06aab9650dee21f1,500,f6b7560cd42c9c03,2565,b2298e2537f04767,2566
FairGNN,pokec_z_g,23,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,8befc5c9055fa4bc,500,648fc39c5014a03c,2565,bb031f643742a20c,2566
FairGNN,pokec_z_g,24,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,c0b83d1f1d3406b2,500,4296d6ea3c2c54a9,2565,bb9b0273ef30e740,2566
FairGNN,pokec_z_g,25,load_data(fn=True),"pilot_tau.py:60-71 via published(""FairGNN"") normalize=german/nba",ok,d7e3ce283903ba87,500,bf78b40d5611eb0b,2565,ee2630d7a6e097d3,2566
